mal_id,name,english_name,japanese_name,score,genres,type,episodes,aired,premiered,release_year,release_season,producers,studios,source,duration,rating,ranked,popularity,members,favorites,synopsis,img_url,weighted_score,log_members,log_favorites,primary_genre,content_soup,genres_list,score_norm
4232,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,Unknown,機動戦士ガンダム　ＭＳ ＩＧＬＯＯ ２　重力戦線,6.74,"Mecha, Sci-Fi",OVA,3.0,"Oct 24, 2008 to Apr 24, 2009",,2008,Unknown,Unknown,Sunrise,Unknown,30 min. per ep.,PG-13 - Teens 13 or older,4733.0,4875,10137,7,"S igLoo 2 goes back to the first MS igLoo and tells the story of the Federation soldiers side that has to fight against the monstrous Zakus. Each episode tells a story of a different federation soldier that is cursed by a Death God that came down to earth with the Zakus and shows the desperate struggle against mobile suits with only conventional weapons such as tanks and missiles. Each soldier, fueled with revenge, and a Death God looming over their backs, fights against the odds that is the terrible might of a Zaku.",https://cdn.myanimelist.net/images/anime/9/7880.jpg,6.56,9.224,2.0794,Mecha,"mobile suit gundam ms igloo 2: gravity of the battlefront ova studio: sunrise mecha, sci-fi s igloo 2 goes back to the first ms igloo and tells the story of the federation soldiers side that has to fight against the monstrous zakus. each episode tells a story of a different federation soldier that is cursed by a death god that came down to earth with the zakus and shows the desperate struggle against mobile suits with only conventional weapons such as tanks and missiles. each soldier, fueled with revenge, and a death god looming over their backs, fights against the odds that is the terrible might of a zaku.","['Mecha', 'Sci-Fi']",0.6662
1191,Saber Marionette J Again,Unknown,またまたセイバーマリオネットＪ,7.23,"Action, Sci-Fi, Harem, Comedy, Romance, Mecha",OVA,6.0,"Nov 25, 1997 to Jun 25, 1998",,1997,Unknown,Bandai Visual,Hal Film Maker,Novel,27 min. per ep.,PG-13 - Teens 13 or older,2627.0,4877,10122,23,"me, Cherry, and Bloodberry, female-like androids called marionettes, have returned to Otaru`s side. The somewhat reformed marionettes of Faust (Tiger, Luchs, and Panther) are sent to stay with Otaru and friends to learn more about being human. Enter a seventh marionette named Marine, who has a mysterious power -- and they all possess the special maiden circuit that allows a marionette to feel emotions!",https://cdn.myanimelist.net/images/anime/9/61135.jpg,6.65,9.2226,3.1781,Action,"saber marionette j again ova source: novel studio: hal film maker action, sci-fi, harem, comedy, romance, mecha me, cherry, and bloodberry, female-like androids called marionettes, have returned to otaru`s side. the somewhat reformed marionettes of faust (tiger, luchs, and panther) are sent to stay with otaru and friends to learn more about being human. enter a seventh marionette named marine, who has a mysterious power -- and they all possess the special maiden circuit that allows a marionette to feel emotions!","['Action', 'Sci-Fi', 'Harem', 'Comedy', 'Romance', 'Mecha']",0.733
25897,Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,Unknown,ラブライブ School idol project！μ's→NEXT LoveLive！2014～ENDLESS PARADE～幕間ドラマ,6.73,Comedy,Special,3.0,"Jul 23, 2014",,2014,Unknown,Unknown,Sunrise,Unknown,8 min. per ep.,PG-13 - Teens 13 or older,4756.0,4866,10122,35,"Bonus included in a Blu-ray/DVD disc of μ's live concert that took place in Saitama Super Arena on February 8th and 9th, 2014.",https://cdn.myanimelist.net/images/anime/5/65611.jpg,6.55,9.2226,3.5835,Comedy,"love live! school idol project: μ's →next lovelive! 2014 - endless parade makuai drama special studio: sunrise comedy bonus included in a blu-ray/dvd disc of μ's live concert that took place in saitama super arena on february 8th and 9th, 2014.",['Comedy'],0.6649
1246,Yuugo: Koushounin,Yugo The Negotiator,勇午 ～交渉人～,7.13,"Action, Military, Mystery, Psychological, Drama, Seinen",TV,13.0,"Feb 24, 2004 to May 25, 2004",Winter 2004,2004,Winter,G&G Entertainment,Artland,Manga,24 min. per ep.,R - 17+ (violence & profanity),3071.0,4869,10113,28,"""Negotiation means, you turn words into weapons"" This is the realization of the popular comic Yu-go that was published in Kondasha Afternoon Magazine over a period of 10 years. Beppu Yuugo is the world's most successfull negotiator. His only weapons are ""words."" Yuugo doesn't kill people. Neither does he threaten them with brute violence. With rich knowledge and a calm judgement, he believes in the humans inside them. Doing only that he has managed many dangerous negotiations successfully until now. Now two of the many episodes have been chosen very carefully, one taking place in Russia, the other one in Pakistan. In the burning desert and the freezing Siberia Yuugo begins his negotiations.",https://cdn.myanimelist.net/images/anime/13/55523.jpg,6.63,9.2217,3.3673,Action,"yuugo: koushounin yugo the negotiator tv source: manga studio: artland action, military, mystery, psychological, drama, seinen ""negotiation means, you turn words into weapons"" this is the realization of the popular comic yu-go that was published in kondasha afternoon magazine over a period of 10 years. beppu yuugo is the world's most successfull negotiator. his only weapons are ""words."" yuugo doesn't kill people. neither does he threaten them with brute violence. with rich knowledge and a calm judgement, he believes in the humans inside them. doing only that he has managed many dangerous negotiations successfully until now. now two of the many episodes have been chosen very carefully, one taking place in russia, the other one in pakistan. in the burning desert and the freezing siberia yuugo begins his negotiations.","['Action', 'Military', 'Mystery', 'Psychological', 'Drama', 'Seinen']",0.7193
4664,Rurouni Kenshin: Special Techniques,Unknown,るろうに剣心－明治剣客浪漫譚－,7.25,"Action, Comedy, Samurai",Special,1.0,"Oct 21, 1997",,1997,Unknown,Unknown,"Gallop, Studio Deen",Manga,25 min.,PG-13 - Teens 13 or older,2579.0,4881,10111,12,"Similiar to the ""Himura Kenshin's Greatest Hits"" from the first special, this episode goes through every technique of the Hiten Mitsurugi Ryuu and explains how it works.",https://cdn.myanimelist.net/images/anime/4/8997.jpg,6.66,9.2215,2.5649,Action,"rurouni kenshin: special techniques special source: manga studio: gallop, studio deen action, comedy, samurai similiar to the ""himura kenshin's greatest hits"" from the first special, this episode goes through every technique of the hiten mitsurugi ryuu and explains how it works.","['Action', 'Comedy', 'Samurai']",0.7357
39274,Dragon Quest: Your Story,Unknown,ドラゴンクエスト　ユア・ストーリー,6.85,"Adventure, Comedy, Demons, Magic, Martial Arts, Fantasy",Movie,1.0,"Aug 2, 2019",,2019,Unknown,"Dentsu, Square Enix, Yomiuri Telecasting, Toho, Nippon Television Network, Amuse, Shimogumi, GYAO!, KDDI, Sapporo Television Broadcasting, Miyagi Television Broadcasting, Shizuoka Daiichi Television, Chukyo TV Broadcasting, Hiroshima Television, Fukuoka Broadcasting System, LINE Corporation, Yomiuri Shimbun, Abe Shuuji Jimusho, Culture Entertainment","Shirogumi, Robot Communications",Game,1 hr. 42 min.,PG-13 - Teens 13 or older,4227.0,4879,10106,31,"Following in his father's footsteps, Luca must find the hero who wields the zenithian sword to save his mother from Ladja. Based on Dragon Quest V: Hand of the Heavenly Bride game's story.",https://cdn.myanimelist.net/images/anime/1870/101614.jpg,6.58,9.221,3.4657,Adventure,"dragon quest: your story movie source: game studio: shirogumi, robot communications adventure, comedy, demons, magic, martial arts, fantasy following in his father's footsteps, luca must find the hero who wields the zenithian sword to save his mother from ladja. based on dragon quest v: hand of the heavenly bride game's story.","['Adventure', 'Comedy', 'Demons', 'Magic', 'Martial Arts', 'Fantasy']",0.6812
1387,Yakin Byoutou,Night Shift Nurses,夜勤病棟,6.31,Hentai,OVA,10.0,"Dec 8, 2000 to Jan 30, 2004",,2000,Unknown,Discovery,AT-2,Visual novel,30 min. per ep.,Rx - Hentai,,4870,10099,94,"On a forbidden hospital ward, the head doctor performs madly erotic experiments, stripping the nursing staff of their uniforms, inhibitions and self-control... until even he is shocked by what he uncovers!",https://cdn.myanimelist.net/images/anime/9/27717.jpg,6.47,9.2203,4.5539,Hentai,"yakin byoutou night shift nurses ova source: visual novel studio: at-2 hentai on a forbidden hospital ward, the head doctor performs madly erotic experiments, stripping the nursing staff of their uniforms, inhibitions and self-control... until even he is shocked by what he uncovers!",['Hentai'],0.6076
1249,"Zone of the Enders: Dolores, I",Zone of the Enders:Dolores,"Z.O.E Dolores,i",6.96,"Action, Adventure, Space, Comedy, Mecha, Military, Sci-Fi",TV,26.0,"Apr 7, 2001 to Sep 29, 2001",Spring 2001,2001,Spring,"AT-X, TV Tokyo Music",Sunrise,Game,24 min. per ep.,PG-13 - Teens 13 or older,3767.0,4881,10097,33,"49-year-old James Lynx was an officer (LEV pilot) in the United Nations global army, one day he received notification that his wife—a Martian scientist—was killed during a lab experiment. Hateful and resentful for letting her go, his children blamed him and cast him aside, depressed and in despair, James quit the military and took up a job as a transporter between Earth and Mars, he had some slight hope of his wife still being alive and to find her he wanted to be out there. After a few years, he seemed to have given up all hope and turned to drinking, until one day he receives an orbital frame by the name of ""Dolores,"" sent by his dead wife. Once again, he dares to hope and sets off on a wild and wacky adventure to find the truth and to reunite his family.",https://cdn.myanimelist.net/images/anime/1099/91067.jpg,6.6,9.2201,3.5264,Action,"zone of the enders: dolores, i zone of the enders:dolores tv source: game studio: sunrise action, adventure, space, comedy, mecha, military, sci-fi 49-year-old james lynx was an officer (lev pilot) in the united nations global army, one day he received notification that his wife—a martian scientist—was killed during a lab experiment. hateful and resentful for letting her go, his children blamed him and cast him aside, depressed and in despair, james quit the military and took up a job as a transporter between earth and mars, he had some slight hope of his wife still being alive and to find her he wanted to be out there. after a few years, he seemed to have given up all hope and turned to drinking, until one day he receives an orbital frame by the name of ""dolores,"" sent by his dead wife. once again, he dares to hope and sets off on a wild and wacky adventure to find the truth and to reunite his family.","['Action', 'Adventure', 'Space', 'Comedy', 'Mecha', 'Military', 'Sci-Fi']",0.6962
631,Mahoromatic Summer Special,Unknown,まほろまてぃっく 夏のTVスペシャル,7.13,"Ecchi, Romance, Comedy, Sci-Fi",Special,1.0,"Aug 15, 2003",,2003,Unknown,Unknown,"Gainax, Shaft",Manga,23 min.,R+ - Mild Nudity,3097.0,4877,10093,3,"It's another normal day in the Misato residence when Mahoro finds yet another pornographic magazine in Suguru's room. This prompts her and Minawa to make a pact with Chizuko, Rin, Miyuki and Miss Shikijo to search and confiscate all of the perverted stash in the house. Suguru, Kiyomi and Toshiya must do whatever it takes to protect their treasure from the girls.",https://cdn.myanimelist.net/images/anime/1/631.jpg,6.63,9.2197,1.3863,Ecchi,"mahoromatic summer special special source: manga studio: gainax, shaft ecchi, romance, comedy, sci-fi it's another normal day in the misato residence when mahoro finds yet another pornographic magazine in suguru's room. this prompts her and minawa to make a pact with chizuko, rin, miyuki and miss shikijo to search and confiscate all of the perverted stash in the house. suguru, kiyomi and toshiya must do whatever it takes to protect their treasure from the girls.","['Ecchi', 'Romance', 'Comedy', 'Sci-Fi']",0.7193
2042,Five Star Stories,The Five Star Stories,ファイブスター物語,6.6,"Action, Drama, Fantasy, Mecha, Sci-Fi",Movie,1.0,"Mar 11, 1989",,1989,Unknown,Kadokawa Shoten,Sunrise,Manga,1 hr. 5 min.,R - 17+ (violence & profanity),5362.0,4886,10091,31,"materasu is the god of light, the future emperor of the Joker Star System. Under the guise of young mecha conceptor Ladios Sopp, he is compelled by an old friend, Dr Ballanche, to save his two latest Fatimas Lachesis and Clotho. And so began the stories of the Joker System, as well as Amaterasu's love for Lachesis.",https://cdn.myanimelist.net/images/anime/11/76054.jpg,6.53,9.2195,3.4657,Action,"five star stories the five star stories movie source: manga studio: sunrise action, drama, fantasy, mecha, sci-fi materasu is the god of light, the future emperor of the joker star system. under the guise of young mecha conceptor ladios sopp, he is compelled by an old friend, dr ballanche, to save his two latest fatimas lachesis and clotho. and so began the stories of the joker system, as well as amaterasu's love for lachesis.","['Action', 'Drama', 'Fantasy', 'Mecha', 'Sci-Fi']",0.6471
